6.1;6.196;169.42
6.2;6.2065;169.42
6.3;6.168;169.42
6.4;6.127;169.42
-3.0;6.7425;169.52
-2.9;6.7755;169.52
-2.8;6.808;169.52
-2.7;6.6235;169.52
-2.6;6.7035;169.52
-2.5;6.8305;169.52
4.4;11.8375;169.52
4.5;11.5495;169.52
4.6;11.217;169.52
4.7;10.8755;169.52
4.8;10.5335;169.52
4.9;10.191;169.52
5.0;9.848;169.52
5.1;9.5045;169.52
5.2;9.1605;169.52
5.3;8.817;169.52
5.4;8.473;169.52
5.5;8.13;169.52
5.6;7.787;169.52
5.7;7.431;169.52
5.8;6.759;169.52
5.9;6.1755;169.52
6.0;6.28;169.52
6.1;6.3095;169.52
6.2;6.257;169.52
6.3;6.27;169.52
-3.4;6.551;169.62
-3.3;6.6205;169.62
-3.2;6.821;169.62
-3.1;6.6995;169.62
-3.0;6.5955;169.62
-2.9;6.664;169.62
-2.8;6.7325;169.62
-2.7;6.8005;169.62
-2.6;6.9205;169.62
4.1;12.0035;169.62
4.2;11.744;169.62
4.3;11.4575;169.62
4.4;11.174;169.62
4.5;10.873;169.62
4.6;10.6235;169.62
4.7;10.272;169.62
4.8;9.9205;169.62
4.9;9.5455;169.62
5.0;9.089;169.62
5.1;8.551;169.62
5.2;8.313;169.62
5.3;8.053;169.62
5.4;7.7725;169.62
5.5;7.536;169.62
5.6;7.345;169.62
5.7;7.1545;169.62
5.8;6.7745;169.62
5.9;6.4425;169.62
6.0;6.4135;169.62
6.1;6.3055;169.62
6.2;6.267;169.62
6.3;6.21;169.62
6.4;6.18;169.62
6.5;6.036;169.62
-3.5;6.7695;169.72
-3.4;6.7395;169.72
-3.3;6.641;169.72
-3.2;6.662;169.72
-3.1;6.685;169.72
-3.0;6.7465;169.72
-2.9;6.8305;169.72
-2.8;6.9045;169.72
-2.7;6.8885;169.72
-2.6;6.9065;169.72
-2.5;6.9245;169.72
-2.4;6.9425;169.72
-2.3;6.9605;169.72
-2.2;6.9785;169.72
-2.1;6.997;169.72
-2.0;7.015;169.72
-1.9;7.062;169.72
-1.8;7.103;169.72
-1.7;7.139;169.72
-1.6;7.175;169.72
-1.5;7.211;169.72
-1.4;7.247;169.72
-1.3;7.2825;169.72
-1.2;7.3185;169.72
-1.1;7.354;169.72
-1.0;7.39;169.72
-0.9;7.493;169.72
-0.8;7.5025;169.72
-0.7;7.4945;169.72
-0.6;7.4865;169.72
-0.5;7.478;169.72
-0.4;7.47;169.72
-0.3;7.4615;169.72
-0.2;7.4535;169.72
-0.1;7.4455;169.72
0.0;7.437;169.72
0.1;7.429;169.72
0.2;7.421;169.72
0.3;7.4125;169.72
0.4;7.4045;169.72
0.5;7.3965;169.72
0.6;7.388;169.72
0.7;7.38;169.72
0.8;7.3715;169.72
0.9;7.3635;169.72
1.0;7.3555;169.72
1.1;7.347;169.72
1.2;7.339;169.72
1.3;7.331;169.72
1.4;7.3225;169.72
