-33.576;76.07105;-16645.33
2.72;6.2265;-9036.42
2.82;6.2085;-9036.42
2.02;6.489;-9036.32
2.12;6.4655;-9036.32
2.22;6.4425;-9036.32
2.32;6.287;-9036.32
2.42;6.2595;-9036.32
2.52;6.2375;-9036.32
2.62;6.213;-9036.32
-7.58;6.411;-9036.22
-7.48;6.474;-9036.22
-7.38;6.5825;-9036.22
-7.28;6.6725;-9036.22
-7.18;6.65;-9036.22
-7.08;6.683;-9036.22
-6.98;6.7055;-9036.22
-6.88;6.7195;-9036.22
-6.78;6.74;-9036.22
-6.68;6.766;-9036.22
-6.58;6.7885;-9036.22
-6.48;6.858;-9036.22
2.32;6.67;-9036.22
2.42;6.688;-9036.22
2.52;6.3375;-9036.22
2.62;6.3055;-9036.22
2.72;6.467;-9036.22
2.82;6.336;-9036.22
2.92;6.2895;-9036.22
3.02;6.183;-9036.22
-7.78;6.588;-9036.12
-7.68;6.616;-9036.12
-7.58;6.646;-9036.12
-7.48;6.632;-9036.12
-7.38;6.6615;-9036.12
-7.28;6.6555;-9036.12
-7.18;6.63;-9036.12
-7.08;6.676;-9036.12
-6.98;6.726;-9036.12
-6.88;6.7265;-9036.12
-6.78;6.735;-9036.12
-6.68;6.8545;-9036.12
-6.58;6.88;-9036.12
1.32;7.1675;-9036.12
1.42;7.127;-9036.12
1.52;7.0365;-9036.12
1.62;6.8395;-9036.12
1.72;6.785;-9036.12
1.82;6.719;-9036.12
1.92;6.683;-9036.12
2.02;6.624;-9036.12
2.12;6.6285;-9036.12
2.22;6.5535;-9036.12
2.32;6.493;-9036.12
2.42;6.623;-9036.12
2.52;6.627;-9036.12
2.62;6.6395;-9036.12
2.72;6.536;-9036.12
2.82;6.571;-9036.12
2.92;6.445;-9036.12
-7.78;6.6945;-9036.02
-7.68;6.737;-9036.02
-7.58;6.7805;-9036.02
-7.48;6.7265;-9036.02
-7.38;6.754;-9036.02
-7.28;6.881;-9036.02
-7.18;6.8245;-9036.02
-7.08;6.909;-9036.02
-6.98;6.891;-9036.02
-6.88;6.897;-9036.02
-6.78;6.909;-9036.02
-6.68;6.9415;-9036.02
-6.58;7.016;-9036.02
-6.48;7.102;-9036.02
-6.38;7.153;-9036.02
-6.28;7.161;-9036.02
-6.18;7.1605;-9036.02
-6.08;7.1905;-9036.02
-5.98;7.174;-9036.02
-5.88;7.1845;-9036.02
-5.78;7.2185;-9036.02
-5.68;7.256;-9036.02
-5.58;7.294;-9036.02
-5.48;7.335;-9036.02
-5.38;7.3885;-9036.02
-5.28;7.446;-9036.02
-5.18;7.525;-9036.02
1.02;9.2555;-9036.02
1.12;7.6985;-9036.02
1.22;7.555;-9036.02
1.32;7.482;-9036.02
1.42;7.381;-9036.02
1.52;7.2375;-9036.02
1.62;7.104;-9036.02
1.72;7.042;-9036.02
1.82;6.974;-9036.02
1.92;6.831;-9036.02
2.02;6.789;-9036.02
2.12;6.8095;-9036.02
2.22;7.0235;-9036.02
2.32;7.126;-9036.02
2.42;6.7845;-9036.02
2.52;6.3275;-9036.02
2.62;6.6;-9036.02
2.72;6.934;-9036.02
2.82;6.767;-9036.02
2.92;6.8425;-9036.02
3.02;6.762;-9036.02
3.12;6.792;-9036.02
-7.78;7.0755;-9035.92
-7.68;7.0185;-9035.92
-7.58;7.059;-9035.92
-7.48;7.013;-9035.92
-7.38;7.0245;-9035.92
-7.28;7.0475;-9035.92
-7.18;6.887;-9035.92
-7.08;6.8815;-9035.92
-6.98;6.936;-9035.92
-6.88;7.123;-9035.92
-6.78;7.176;-9035.92
-6.68;7.0455;-9035.92
-6.58;7.0485;-9035.92
-6.48;7.0875;-9035.92
-6.38;7.1435;-9035.92
-6.28;7.2135;-9035.92
-6.18;7.283;-9035.92
-6.08;7.3545;-9035.92
-5.98;7.351;-9035.92
-5.88;7.333;-9035.92
-5.78;7.32;-9035.92
-5.68;7.2765;-9035.92
-5.58;7.2535;-9035.92
-5.48;7.212;-9035.92
-5.38;7.1245;-9035.92
1.12;8.5515;-9035.92
1.22;7.32;-9035.92
1.32;7.2665;-9035.92
1.42;7.21;-9035.92
1.52;7.118;-9035.92
1.62;7.0445;-9035.92
1.72;6.874;-9035.92
1.82;6.9105;-9035.92
1.92;6.955;-9035.92
2.02;6.957;-9035.92
2.12;6.9695;-9035.92
2.22;6.7495;-9035.92
2.32;6.5615;-9035.92
2.42;6.842;-9035.92
2.52;6.975;-9035.92
2.62;6.787;-9035.92
2.72;6.703;-9035.92
2.82;6.526;-9035.92
2.92;6.988;-9035.92
-7.88;7.014;-9035.82
-7.78;7.191;-9035.82
-7.68;7.304;-9035.82
-7.58;7.422;-9035.82
-7.48;7.4465;-9035.82
-7.38;7.3765;-9035.82
-7.28;7.527;-9035.82
-7.18;7.377;-9035.82
-7.08;7.28;-9035.82
-6.98;7.176;-9035.82
-6.88;7.1265;-9035.82
-6.78;7.247;-9035.82
-6.68;7.1615;-9035.82
-6.58;6.997;-9035.82
-6.48;7.0285;-9035.82
-6.38;7.0695;-9035.82
-6.28;7.178;-9035.82
-6.18;7.369;-9035.82
-6.08;7.412;-9035.82
-5.98;7.417;-9035.82
-5.88;7.3925;-9035.82
-5.78;7.437;-9035.82
-5.68;7.4855;-9035.82
-5.58;7.534;-9035.82
-5.48;7.6305;-9035.82
-5.38;7.73;-9035.82
-5.28;7.7695;-9035.82
-5.18;7.8245;-9035.82
-5.08;7.916;-9035.82
-4.98;7.9925;-9035.82
-4.88;8.15;-9035.82
-4.78;8.1075;-9035.82
-4.68;7.9035;-9035.82
-4.58;7.9335;-9035.82
-4.48;7.9635;-9035.82
-4.38;7.995;-9035.82
-4.28;8.027;-9035.82
-4.18;8.067;-9035.82
-4.08;8.105;-9035.82
-3.98;8.1565;-9035.82
-3.88;8.199;-9035.82
-3.78;8.1925;-9035.82
-3.68;8.195;-9035.82
-3.58;8.1975;-9035.82
-3.48;8.2;-9035.82
-3.38;8.2025;-9035.82
-3.28;8.2055;-9035.82
-3.18;8.208;-9035.82
-3.08;8.2105;-9035.82
